,Date,Open,High,Low,Close,Adj Close,Volume
60,9/23/10,1.325999975,1.342666984,1.299999952,1.30400002,1.30400002,10021500
61,9/24/10,1.330000043,1.345999956,1.309999943,1.340000033,1.340000033,8683500
62,9/27/10,1.360000014,1.387333035,1.336666942,1.368667006,1.368667006,6279000
63,9/28/10,1.402667046,1.432667017,1.383999944,1.426666975,1.426666975,18217500
64,9/29/10,1.412667036,1.46866703,1.408666968,1.465332985,1.465332985,29539500
65,9/30/10,1.466667056,1.476667047,1.345999956,1.36066699,1.36066699,32937000
66,10/1/10,1.379333019,1.383332968,1.353999972,1.373332977,1.373332977,8965500
67,10/4/10,1.361999989,1.411332965,1.353332996,1.399333,1.399333,9654000
68,10/5/10,1.409999967,1.418666959,1.400666952,1.407999992,1.407999992,4980000
69,10/6/10,1.404000044,1.417333007,1.354666948,1.363999963,1.363999963,4701000
70,10/7/10,1.371333003,1.376000047,1.355999947,1.361999989,1.361999989,2115000
71,10/8/10,1.361999989,1.386000037,1.359333038,1.361999989,1.361999989,4017000
72,10/11/10,1.362666965,1.379999995,1.338000059,1.349333048,1.349333048,2568000
73,10/12/10,1.346667051,1.351999998,1.33533299,1.349333048,1.349333048,3660000
74,10/13/10,1.376000047,1.389999986,1.357332945,1.369333029,1.369333029,4773000
75,10/14/10,1.399999976,1.40199995,1.360000014,1.383332968,1.383332968,4422000
76,10/15/10,1.392667055,1.393332958,1.350000024,1.369333029,1.369333029,4270500
77,10/18/10,1.368000031,1.376000047,1.34800005,1.348667026,1.348667026,2442000
78,10/19/10,1.346667051,1.36066699,1.333333015,1.336666942,1.336666942,3678000
79,10/20/10,1.343999982,1.379333019,1.335999966,1.376667023,1.376667023,4687500
80,10/21/10,1.373999953,1.396667004,1.363332987,1.383332968,1.383332968,6256500
81,10/22/10,1.378666997,1.395333052,1.370000005,1.381332994,1.381332994,2416500
82,10/25/10,1.396000028,1.398666978,1.381999969,1.389999986,1.389999986,1777500
83,10/26/10,1.386667013,1.457999945,1.367333055,1.424000025,1.424000025,9913500
84,10/27/10,1.416666985,1.425333023,1.376667023,1.399999976,1.399999976,5347500
85,10/28/10,1.425999999,1.433333039,1.397333026,1.412667036,1.412667036,3363000
86,10/29/10,1.409332991,1.456666946,1.403332949,1.45599997,1.45599997,4209000
87,11/1/10,1.462666988,1.516667008,1.420667052,1.427332997,1.427332997,6837000
88,11/2/10,1.445333004,1.45866704,1.403332949,1.416666985,1.416666985,4837500
89,11/3/10,1.418666959,1.5,1.410666943,1.451333046,1.451333046,5589000
90,11/4/10,1.506667018,1.688667059,1.476667047,1.659999967,1.659999967,28110000
91,11/5/10,1.657999992,1.66466701,1.581333041,1.629333019,1.629333019,15165000
92,11/8/10,1.633332968,1.666666985,1.601999998,1.665333033,1.665333033,7642500
93,11/9/10,1.666666985,1.712666988,1.603332996,1.64199996,1.64199996,14346000
94,11/10/10,1.631999969,1.998000026,1.603332996,1.957332969,1.957332969,45907500
95,11/11/10,1.906666994,1.940000057,1.822000027,1.869333029,1.869333029,29179500
96,11/12/10,1.883332968,2.033333063,1.871333003,1.989333034,1.989333034,40936500
97,11/15/10,2.014667034,2.196000099,2.014667034,2.053333044,2.053333044,39343500
98,11/16/10,2.06666708,2.093333006,1.894667029,1.978000045,1.978000045,20214000
99,11/17/10,2.013333082,2.049999952,1.907333016,1.965999961,1.965999961,11250000
100,11/18/10,2.044667006,2.049333096,1.927999973,1.99266696,1.99266696,14341500
101,11/19/10,2.010667086,2.091332912,1.980000019,2.065999985,2.065999985,17257500
102,11/22/10,2.104666948,2.230000019,2.099999905,2.226666927,2.226666927,22945500
103,11/23/10,2.219332933,2.378667116,2.145999908,2.304666996,2.304666996,23667000
104,11/24/10,2.351332903,2.398000002,2.288666964,2.364666939,2.364666939,21375000
105,11/26/10,2.373332977,2.400000095,2.31666708,2.354666948,2.354666948,5259000
106,11/29/10,2.36066699,2.396667004,2.221999884,2.288666964,2.288666964,17184000
107,11/30/10,2.249332905,2.35533309,2.227333069,2.35533309,2.35533309,33339000
108,12/1/10,2.391333103,2.427999973,2.230000019,2.289999962,2.289999962,19488000
109,12/2/10,2.267333031,2.286667109,2.079999924,2.156666994,2.156666994,30105000
110,12/3/10,2.134000063,2.150000095,2.058000088,2.099333048,2.099333048,17401500
111,12/6/10,2.089999914,2.096667051,1.970667005,2.020667076,2.020667076,19116000
112,12/7/10,2.032666922,2.160000086,2.003333092,2.104000092,2.104000092,19669500
113,12/8/10,2.165333033,2.165999889,2.101332903,2.157999992,2.157999992,9900000
114,12/9/10,2.167332888,2.181333065,2.109999895,2.136667013,2.136667013,6090000
115,12/10/10,2.136667013,2.194667101,2.075333118,2.101332903,2.101332903,6441000
116,12/13/10,2.109333038,2.118000031,2.026667118,2.036667109,2.036667109,6156000
117,12/14/10,2.019332886,2.026000023,1.850667,1.90199995,1.90199995,26485500
118,12/15/10,1.911332965,1.998000026,1.90199995,1.973333001,1.973333001,11143500
119,12/16/10,2,2.060667038,1.976667047,2.053999901,2.053999901,11851500
120,12/17/10,2.089333057,2.102667093,2.047333002,2.090667009,2.090667009,12195000
121,12/20/10,2.109333038,2.145999908,2.084000111,2.113332987,2.113332987,7851000
122,12/21/10,2.119999886,2.179332972,2.114000082,2.150666952,2.150666952,11665500
123,12/22/10,2.150000095,2.190666914,2.113332987,2.175333023,2.175333023,12499500
124,12/23/10,2.084000111,2.165333033,1.994667053,2.006000042,2.006000042,23289000
125,12/27/10,1.868000031,1.905333042,1.670667052,1.70333302,1.70333302,139528500
126,12/28/10,1.723333001,1.783332944,1.666666985,1.760666966,1.760666966,60844500
127,12/29/10,1.802000046,1.867333055,1.766667008,1.848667026,1.848667026,49788000
128,12/30/10,1.846667051,1.860000014,1.758666992,1.766667008,1.766667008,30616500
129,12/31/10,1.771332979,1.816666961,1.766667008,1.775333047,1.775333047,21268500
130,1/3/11,1.789332986,1.799999952,1.726667047,1.774667025,1.774667025,19245000
131,1/4/11,1.777333021,1.79666698,1.734666944,1.777999997,1.777999997,17811000
132,1/5/11,1.765333056,1.793333054,1.746000051,1.788666964,1.788666964,21700500
133,1/6/11,1.788666964,1.866667032,1.787333012,1.858667016,1.858667016,30918000
134,1/7/11,1.866667032,1.905333042,1.860000014,1.882666945,1.882666945,33718500
135,1/10/11,1.878000021,1.911999941,1.870000005,1.896667004,1.896667004,20140500
136,1/11/11,1.906000018,1.914000034,1.794667006,1.797333002,1.797333002,25653000
137,1/12/11,1.800667048,1.826666951,1.768000007,1.797333002,1.797333002,14466000
138,1/13/11,1.797333002,1.797999978,1.743999958,1.748000026,1.748000026,10854000
139,1/14/11,1.743332982,1.771999955,1.707332969,1.716667056,1.716667056,17880000
140,1/18/11,1.698667049,1.709332943,1.649999976,1.709332943,1.709332943,24325500
141,1/19/11,1.684666991,1.697999954,1.583333015,1.601999998,1.601999998,35572500
142,1/20/11,1.601999998,1.629999995,1.491333008,1.508000016,1.508000016,34198500
143,1/21/11,1.54133296,1.572667003,1.514000058,1.536000013,1.536000013,18255000
144,1/24/11,1.568667054,1.654000044,1.548666954,1.632666945,1.632666945,24676500
145,1/25/11,1.643332958,1.659332991,1.601333022,1.645333052,1.645333052,19072500
146,1/26/11,1.647333026,1.658666968,1.606667042,1.649999976,1.649999976,16198500
147,1/27/11,1.649333,1.672000051,1.635332942,1.661332965,1.661332965,13435500
148,1/28/11,1.658666968,1.658666968,1.583333015,1.600667,1.600667,15726000
149,1/31/11,1.603332996,1.60800004,1.566666961,1.606667042,1.606667042,12454500
150,2/1/11,1.620666981,1.648666978,1.569332957,1.593999982,1.593999982,10617000
151,2/2/11,1.61066699,1.611999989,1.577999949,1.595999956,1.595999956,8542500
152,2/3/11,1.588000059,1.593333006,1.543333054,1.575332999,1.575332999,7680000
153,2/4/11,1.562667012,1.577999949,1.547999978,1.56400001,1.56400001,8160000
154,2/7/11,1.550667048,1.550667048,1.525333047,1.537999988,1.537999988,13426500
155,2/8/11,1.58533299,1.683333039,1.533332944,1.632666945,1.632666945,52573500
156,2/9/11,1.608667016,1.611999989,1.519333005,1.547333002,1.547333002,39534000
157,2/10/11,1.550667048,1.575999975,1.520666957,1.547999978,1.547999978,12541500
158,2/11/11,1.549999952,1.583333015,1.529332995,1.549999952,1.549999952,9517500
159,2/14/11,1.575999975,1.609333038,1.536666989,1.538666964,1.538666964,19246500
160,2/15/11,1.534000039,1.544667006,1.503999949,1.52266705,1.52266705,14305500
161,2/16/11,1.539999962,1.66466701,1.537999988,1.648666978,1.648666978,61726500
162,2/17/11,1.64199996,1.699332952,1.570000052,1.573333025,1.573333025,39276000
163,2/18/11,1.555333018,1.565999985,1.530666947,1.545333028,1.545333028,35560500
164,2/22/11,1.525333047,1.533332944,1.452000022,1.457999945,1.457999945,30969000
165,2/23/11,1.478667021,1.5,1.407333016,1.455332994,1.455332994,24084000
166,2/24/11,1.452000022,1.505332947,1.433333039,1.501999974,1.501999974,15829500
167,2/25/11,1.520666957,1.590000033,1.512666941,1.574000001,1.574000001,20194500
168,2/28/11,1.582666993,1.606667042,1.566666961,1.592666984,1.592666984,15768000
169,3/1/11,1.603332996,1.621333003,1.580000043,1.595999956,1.595999956,16596000
170,3/2/11,1.588000059,1.618667006,1.582000017,1.601333022,1.601333022,9949500
171,3/3/11,1.631999969,1.652667046,1.603999972,1.623999953,1.623999953,9603000
172,3/4/11,1.631999969,1.666000009,1.58533299,1.663333058,1.663333058,23701500
173,3/7/11,1.661999941,1.69333303,1.646667004,1.662667036,1.662667036,30504000
174,3/8/11,1.639999986,1.664000034,1.600000024,1.644000053,1.644000053,20998500
175,3/9/11,1.644000053,1.666000009,1.618000031,1.648000002,1.648000002,13872000
176,3/10/11,1.629333019,1.632666945,1.582000017,1.600667,1.600667,15255000
177,3/11/11,1.590000033,1.616667032,1.568667054,1.604666948,1.604666948,13962000
178,3/14/11,1.588000059,1.600000024,1.54666698,1.549999952,1.549999952,17490000
179,3/15/11,1.480000019,1.530666947,1.45333302,1.529999971,1.529999971,19782000
180,3/16/11,1.524000049,1.549999952,1.512666941,1.521332979,1.521332979,17545500
181,3/17/11,1.549332976,1.562000036,1.509333014,1.520666957,1.520666957,13839000
182,3/18/11,1.546000004,1.546000004,1.500666976,1.530666947,1.530666947,10318500
183,3/21/11,1.536666989,1.536666989,1.50266695,1.515333056,1.515333056,6175500
184,3/22/11,1.515333056,1.524000049,1.466667056,1.479333043,1.479333043,8743500
185,3/23/11,1.473999977,1.484666944,1.451333046,1.480666995,1.480666995,6342000
186,3/24/11,1.475999951,1.491999984,1.465332985,1.488667011,1.488667011,6933000
187,3/25/11,1.495332956,1.533332944,1.493332982,1.516667008,1.516667008,8520000
188,3/28/11,1.513332963,1.569332957,1.503332973,1.549999952,1.549999952,15871500
189,3/29/11,1.553333044,1.600000024,1.547333002,1.594666958,1.594666958,11331000
190,3/30/11,1.607332945,1.632666945,1.534000039,1.580667019,1.580667019,18349500
191,3/31/11,1.769999981,1.914000034,1.766667008,1.850000024,1.850000024,172767000
192,4/1/11,1.830000043,1.878666997,1.771332979,1.777333021,1.777333021,42972000
193,4/4/11,1.788666964,1.799999952,1.682000041,1.722000003,1.722000003,39139500
194,4/5/11,1.726667047,1.799999952,1.712666988,1.779999971,1.779999971,47713500
195,4/6/11,1.799332976,1.800667048,1.720000029,1.766000032,1.766000032,19324500
196,4/7/11,1.789999962,1.862666965,1.763332963,1.815999985,1.815999985,42154500
197,4/8/11,1.838667035,1.840000033,1.75733304,1.766000032,1.766000032,29196000
198,4/11/11,1.764667034,1.768666983,1.667999983,1.684666991,1.684666991,20541000
199,4/12/11,1.672000051,1.680667043,1.620000005,1.643332958,1.643332958,20361000
200,4/13/11,1.675333023,1.712666988,1.654000044,1.661999941,1.661999941,18172500
201,4/14/11,1.657999992,1.685333014,1.613332987,1.675999999,1.675999999,14751000
202,4/15/11,1.710000038,1.745332956,1.694000006,1.705332994,1.705332994,14152500
203,4/18/11,1.675333023,1.707999945,1.623999953,1.668666959,1.668666959,15508500
204,4/19/11,1.684000015,1.684000015,1.643332958,1.677332997,1.677332997,8230500
205,4/20/11,1.713333011,1.739333034,1.686666965,1.716667056,1.716667056,12558000
206,4/21/11,1.723333001,1.798666954,1.70599997,1.782667041,1.782667041,20791500
207,4/25/11,1.779999971,1.781999946,1.731333017,1.759333014,1.759333014,12013500
208,4/26/11,1.777333021,1.816666961,1.753999949,1.795333028,1.795333028,21000000
209,4/27/11,1.795333028,1.824000001,1.775333047,1.805333018,1.805333018,14953500
210,4/28/11,1.804666996,1.845999956,1.78133297,1.843999982,1.843999982,24000000
211,4/29/11,1.845999956,1.85800004,1.827999949,1.840000033,1.840000033,10890000
212,5/2/11,1.840000033,1.853332996,1.80400002,1.830000043,1.830000043,11769000
213,5/3/11,1.825332999,1.825999975,1.766667008,1.79133296,1.79133296,13708500
214,5/4/11,1.785333037,1.799999952,1.716667056,1.779332995,1.779332995,15667500
215,5/5/11,1.813333035,1.829332948,1.744667053,1.762666941,1.762666941,18277500
216,5/6/11,1.793333054,1.846667051,1.774667025,1.807999969,1.807999969,14725500
217,5/9/11,1.799999952,1.866667032,1.789999962,1.86066699,1.86066699,13746000
218,5/10/11,1.882666945,1.929999948,1.86066699,1.888666987,1.888666987,23029500
219,5/11/11,1.879999995,1.886667013,1.794667006,1.804666996,1.804666996,14437500
220,5/12/11,1.804666996,1.849333048,1.776666999,1.844666958,1.844666958,9420000
221,5/13/11,1.866667032,1.879333019,1.820000052,1.836666942,1.836666942,9922500
222,5/16/11,1.866000056,1.866000056,1.769999981,1.773332953,1.773332953,11335500
223,5/17/11,1.799999952,1.799999952,1.714666963,1.730666995,1.730666995,18513000
224,5/18/11,1.74000001,1.764667034,1.701333046,1.756667018,1.756667018,10942500
225,5/19/11,1.802000046,1.896000028,1.773332953,1.879999995,1.879999995,39826500
226,5/20/11,1.883999944,1.885332942,1.823333025,1.864667058,1.864667058,12637500
227,5/23/11,1.841333032,1.841333032,1.774667025,1.787999988,1.787999988,12954000
228,5/24/11,1.801332951,1.833333015,1.773332953,1.78133297,1.78133297,9205500
229,5/25/11,1.793333054,1.934000015,1.744667053,1.932000041,1.932000041,70396500
230,5/26/11,1.921332955,1.983999968,1.873332977,1.965332985,1.965332985,50053500
231,5/27/11,1.969333053,1.978000045,1.921332955,1.970000029,1.970000029,25306500
232,5/31/11,1.979333043,2.018666983,1.970000029,2.009332895,2.009332895,49357500
233,6/1/11,2,2.006666899,1.89199996,1.901332974,1.901332974,22948500
234,6/2/11,1.901332974,1.954666972,1.900666952,1.917333007,1.917333007,14794500
235,6/3/11,1.996667027,2.099999905,1.966667056,2.008666992,2.008666992,93138000
236,6/6/11,2.006666899,2.008666992,1.883999944,1.913333058,1.913333058,34966500
237,6/7/11,1.929332972,1.959332943,1.883999944,1.891332984,1.891332984,18331500
238,6/8/11,1.896000028,1.906666994,1.801332951,1.807999969,1.807999969,25438500
239,6/9/11,1.828667045,1.873332977,1.80666697,1.841333032,1.841333032,24048000
240,6/10/11,1.834666967,1.886667013,1.823333025,1.857332945,1.857332945,23499000
241,6/13/11,1.871333003,1.925333023,1.858667016,1.895333052,1.895333052,25701000
242,6/14/11,1.902667046,1.980000019,1.901332974,1.906666994,1.906666994,23601000
243,6/15/11,1.896000028,1.896667004,1.804666996,1.821333051,1.821333051,20175000
244,6/16/11,1.844666958,1.866667032,1.715999961,1.766667008,1.766667008,27633000
245,6/17/11,1.79133296,1.846667051,1.74266696,1.766667008,1.766667008,25710000
246,6/20/11,1.75266695,1.764000058,1.700000048,1.733999968,1.733999968,23067000
247,6/21/11,1.749333024,1.848667026,1.733332992,1.83533299,1.83533299,22440000
248,6/22/11,1.824666977,1.883332968,1.80666697,1.81400001,1.81400001,22134000
249,6/23/11,1.813333035,1.84800005,1.74733305,1.847332954,1.847332954,17550000
250,6/24/11,1.842666984,1.864667058,1.817332983,1.838000059,1.838000059,54127500
251,6/27/11,1.848667026,1.885332942,1.820667028,1.830667019,1.830667019,27141000
252,6/28/11,1.852666974,1.883332968,1.844666958,1.873999953,1.873999953,13338000
253,6/29/11,1.899999976,1.939332962,1.871333003,1.886000037,1.886000037,21927000
254,6/30/11,1.899999976,1.955332994,1.893332958,1.942000031,1.942000031,14200500
255,7/1/11,1.937999964,1.973333001,1.919999957,1.934666991,1.934666991,12823500
256,7/5/11,1.934666991,1.968000054,1.914000034,1.942667007,1.942667007,14940000
257,7/6/11,1.942667007,1.942667007,1.903332949,1.930667043,1.930667043,13903500
258,7/7/11,1.942667007,2,1.934000015,1.981999993,1.981999993,19918500
259,7/8/11,1.99266696,1.99266696,1.906000018,1.920667052,1.920667052,18609000
260,7/11/11,1.893332958,1.90199995,1.866667032,1.889999986,1.889999986,14637000
261,7/12/11,1.891332984,1.939332962,1.866667032,1.878000021,1.878000021,15681000
262,7/13/11,1.895333052,1.935333014,1.860000014,1.909332991,1.909332991,15990000
263,7/14/11,1.90199995,1.930667043,1.816666961,1.840667009,1.840667009,17385000
264,7/15/11,1.852666974,1.855332971,1.826666951,1.838667035,1.838667035,10635000
265,7/18/11,1.822667003,1.830000043,1.775333047,1.815333009,1.815333009,12778500
266,7/19/11,1.838667035,1.873999953,1.835999966,1.859333038,1.859333038,15391500
267,7/20/11,1.866667032,2.029333115,1.853332996,1.912667036,1.912667036,45724500
268,7/21/11,1.927332997,1.944000006,1.873332977,1.913333058,1.913333058,15172500
269,7/22/11,1.913333058,1.969333053,1.903332949,1.952666998,1.952666998,8752500
270,7/25/11,1.934000015,1.950000048,1.896000028,1.899333,1.899333,10099500
271,7/26/11,1.887333035,1.917999983,1.864667058,1.866667032,1.866667032,11409000
272,7/27/11,1.899999976,1.899999976,1.833999991,1.842666984,1.842666984,14377500
273,7/28/11,1.840000033,1.903332949,1.835999966,1.878000021,1.878000021,14080500
274,7/29/11,1.853332996,1.893332958,1.833333015,1.878000021,1.878000021,14223000
275,8/1/11,1.911332965,1.932000041,1.880666971,1.917999983,1.917999983,17473500
276,8/2/11,1.912667036,1.946666956,1.817999959,1.822667003,1.822667003,23241000
277,8/3/11,1.833333015,1.855332971,1.756000042,1.813333035,1.813333035,26917500
278,8/4/11,1.767333031,1.792667031,1.644667029,1.649999976,1.649999976,45967500
279,8/5/11,1.666000009,1.692000031,1.521999955,1.616000056,1.616000056,29466000
280,8/8/11,1.539999962,1.629333019,1.539999962,1.575999975,1.575999975,39127500
281,8/9/11,1.610000014,1.696666956,1.580000043,1.670667052,1.670667052,20001000
282,8/10/11,1.69599998,1.69599998,1.575332999,1.588000059,1.588000059,23463000
283,8/11/11,1.602666974,1.716667056,1.600000024,1.686666965,1.686666965,12547500
284,8/12/11,1.706666946,1.809332967,1.690667033,1.753999949,1.753999949,15136500
285,8/15/11,1.774667025,1.783332944,1.728667021,1.748667002,1.748667002,11079000
286,8/16/11,1.741999984,1.769333005,1.722000003,1.74000001,1.74000001,8065500
287,8/17/11,1.759333014,1.776666999,1.700667024,1.722000003,1.722000003,9655500
288,8/18/11,1.666666985,1.676666975,1.564666986,1.617333055,1.617333055,15849000
289,8/19/11,1.590667009,1.614667058,1.466667056,1.486667037,1.486667037,20629500
290,8/22/11,1.540667057,1.586666942,1.445333004,1.463333011,1.463333011,14791500
291,8/23/11,1.462000012,1.540667057,1.433333039,1.530666947,1.530666947,13035000
292,8/24/11,1.539999962,1.59533298,1.521999955,1.591333032,1.591333032,10264500
293,8/25/11,1.591333032,1.591333032,1.526666999,1.540667057,1.540667057,10197000
294,8/26/11,1.514000058,1.596667051,1.471333027,1.582000017,1.582000017,11427000
295,8/29/11,1.614667058,1.656666994,1.601333022,1.647333026,1.647333026,12051000
296,8/30/11,1.633332968,1.651332974,1.605999947,1.64199996,1.64199996,5493000
297,8/31/11,1.653332949,1.700000048,1.618667006,1.649333,1.649333,12357000
298,9/1/11,1.644000053,1.657999992,1.589333057,1.600000024,1.600000024,12721500
299,9/2/11,1.577332973,1.599333048,1.511999965,1.537999988,1.537999988,11548500
300,9/6/11,1.5,1.54666698,1.485999942,1.529332995,1.529332995,12147000
301,9/7/11,1.559332967,1.600000024,1.552000046,1.589333057,1.589333057,6888000
302,9/8/11,1.572000027,1.601999998,1.552000046,1.574000001,1.574000001,7585500
303,9/9/11,1.557999969,1.571333051,1.503332973,1.53133297,1.53133297,10039500
304,9/12/11,1.5,1.55400002,1.496667027,1.525333047,1.525333047,8499000
305,9/13/11,1.534000039,1.606667042,1.516667008,1.605332971,1.605332971,10897500
306,9/14/11,1.616667032,1.656000018,1.585999966,1.622666955,1.622666955,12462000
307,9/15/11,1.638666987,1.661999941,1.621999979,1.65466702,1.65466702,8439000
308,9/16/11,1.65199995,1.722666979,1.632666945,1.720000029,1.720000029,21256500
309,9/19/11,1.663333058,1.720667005,1.588000059,1.718000054,1.718000054,17361000
310,9/20/11,1.731999993,1.773332953,1.711333036,1.733999968,1.733999968,17706000
311,9/21/11,1.730000019,1.79666698,1.713333011,1.723333001,1.723333001,14814000
312,9/22/11,1.709332943,1.740666986,1.658666968,1.70866704,1.70866704,11637000
313,9/23/11,1.699332952,1.774667025,1.690000057,1.758666992,1.758666992,17346000
314,9/26/11,1.768000007,1.768000007,1.659999967,1.701333046,1.701333046,14022000
315,9/27/11,1.733332992,1.799332976,1.704666972,1.746000051,1.746000051,10117500
316,9/28/11,1.733332992,1.766667008,1.633999944,1.63933301,1.63933301,10849500
317,9/29/11,1.714666963,1.721333027,1.570000052,1.60800004,1.60800004,13944000
318,9/30/11,1.653332949,1.659332991,1.565999985,1.626000047,1.626000047,20041500
319,10/3/11,1.663333058,1.666666985,1.549999952,1.582000017,1.582000017,15348000
320,10/4/11,1.552667022,1.621333003,1.528666973,1.577332973,1.577332973,18004500
321,10/5/11,1.601999998,1.722666979,1.55666697,1.691333055,1.691333055,18442500
322,10/6/11,1.691333055,1.840000033,1.667999983,1.797333002,1.797333002,26536500
323,10/7/11,1.798666954,1.840000033,1.736667037,1.799332976,1.799332976,19674000
324,10/10/11,1.820667028,1.878666997,1.799999952,1.858667016,1.858667016,13852500
325,10/11/11,1.833999991,1.851333022,1.805999994,1.840667009,1.840667009,8635500
326,10/12/11,1.816666961,1.866667032,1.813333035,1.853332996,1.853332996,16851000
327,10/13/11,1.842000008,1.898000002,1.829332948,1.862666965,1.862666965,15652500
328,10/14/11,1.866667032,1.903332949,1.817332983,1.870000005,1.870000005,21007500
329,10/17/11,1.857332945,1.866667032,1.817332983,1.827999949,1.827999949,11317500
330,10/18/11,1.820000052,1.895333052,1.780666947,1.88933301,1.88933301,14995500
331,10/19/11,1.868000031,1.870666981,1.820000052,1.838000059,1.838000059,11893500
